Year,PipeID,Action,PreCondition,PostCondition,Condition_Before,Priority,Cost,Length,Diameter,Material,NewMaterial,Breaks
9,P1325,Emergency_Replacement,1.0,6.0,1.0,0.0,394913.56728,493.6419591,6.0,AC,HDPE,0
9,P1325,Break_Event,2.391340818598107,1.0,2.391340818598107,0.0,5000.0,493.6419591,6.0,AC,,1
9,P1167,Emergency_Replacement,1.0,6.0,1.0,0.0,55827.715471999996,69.78464434,6.0,AC,HDPE,0
9,P1095,Emergency_Replacement,1.0,6.0,1.0,0.0,248254.24072,310.3178009,6.0,AC,HDPE,0
9,P1091,Emergency_Replacement,1.0,6.0,1.0,0.0,225445.99328,281.8074916,6.0,AC,HDPE,0
9,P1021,Emergency_Replacement,1.0,6.0,1.0,0.0,17228.635503999998,21.53579438,6.0,AC,HDPE,0
9,P977,Emergency_Replacement,1.0,6.0,1.0,0.0,56865.723512,71.08215439,2.0,GI,HDPE,0
9,P1097,Emergency_Replacement,1.0,6.0,1.0,0.0,54258.413024,67.82301628,6.0,AC,HDPE,0
10,P1521,Break_Event,2.6014960324921295,2.3014960324921296,2.6014960324921295,0.0,5000.0,2366.177441,6.0,DI,,1
10,P1483,Break_Event,1.3349382838426336,1.0349382838426335,1.3349382838426336,0.0,5000.0,339.374716,6.0,DI,,1
10,P1307,Break_Event,3.168439629121397,2.868439629121397,3.168439629121397,0.0,5000.0,422.5950389,2.0,PVC,,1
10,P1249,Emergency_Replacement,1.0,6.0,1.0,0.0,415393.16952,519.2414619,6.0,AC,HDPE,0
10,P1249,Break_Event,1.1146364336957426,1.0,1.1146364336957426,0.0,5000.0,519.2414619,6.0,AC,,1
10,P1199,Emergency_Replacement,1.0,6.0,1.0,0.0,700753.9236,875.9424045,8.0,AC,HDPE,0
10,P1247,Break_Event,1.5285580843569935,1.2285580843569934,1.5285580843569935,0.0,5000.0,65.31920986,6.0,AC,,1
10,P1013,Break_Event,4.904752659931372,4.604752659931372,4.904752659931372,0.0,5000.0,502.7149262,6.0,HDPE,,1
10,P851,Break_Event,1.8138863578046953,1.5138863578046953,1.8138863578046953,0.0,5000.0,35.02226299,6.0,DI,,1
10,P1243,Emergency_Replacement,1.0,6.0,1.0,0.0,88934.61200000001,111.168265,6.0,AC,HDPE,0
10,P1219,Emergency_Replacement,1.0,6.0,1.0,0.0,243566.22584000003,304.4577823,6.0,AC,HDPE,0
10,P1211,Emergency_Replacement,1.0,6.0,1.0,0.0,228621.33936,285.7766742,6.0,AC,HDPE,0
10,P1017,Emergency_Replacement,1.0,6.0,1.0,0.0,229706.93216,287.1336652,6.0,CI,HDPE,0
10,P1199,Break_Event,1.306609558359495,1.0,1.306609558359495,0.0,5000.0,875.9424045,8.0,AC,,1
11,P1529,Break_Event,2.6864561297810567,2.386456129781057,2.6864561297810567,0.0,5000.0,846.7260223,6.0,DI,,1
11,P1367,Break_Event,4.14559316121202,3.8455931612120198,4.14559316121202,0.0,5000.0,404.668168,6.0,DI,,1
11,P1345,Break_Event,2.710097637993568,2.410097637993568,2.710097637993568,0.0,5000.0,822.0028751,6.0,DI,,1
11,P1313,Break_Event,1.3670445012002483,1.0670445012002483,1.3670445012002483,0.0,5000.0,125.4573384,6.0,CI,,1
11,P1245,Emergency_Replacement,1.0,6.0,1.0,0.0,209422.06304,261.7775788,6.0,AC,HDPE,0
11,P1245,Break_Event,1.124504602650549,1.0,1.124504602650549,0.0,5000.0,261.7775788,6.0,AC,,1
11,P803,Break_Event,2.065140624250805,1.7651406242508048,2.065140624250805,0.0,5000.0,169.1278993,6.0,DI,,1
11,P1483,Emergency_Replacement,1.0009622042192938,6.0,1.0009622042192938,0.0,271499.7728,339.374716,6.0,DI,HDPE,0
11,P1275,Emergency_Replacement,1.0,6.0,1.0,0.0,27357.060872,34.19632609,2.0,GI,HDPE,0
11,P1227,Emergency_Replacement,1.0,6.0,1.0,0.0,23062.73092,28.82841365,8.0,AC,HDPE,0
11,P1153,Emergency_Replacement,1.0,6.0,1.0,0.0,27056.999944,33.82124993,6.0,AC,HDPE,0
11,P1103,Emergency_Replacement,1.0,6.0,1.0,0.0,17947.3052,22.4341315,6.0,AC,HDPE,0
11,P1087,Emergency_Replacement,1.0,6.0,1.0,0.0,13842.518272000001,17.30314784,8.0,CI,HDPE,0
11,P1023,Emergency_Replacement,1.0,6.0,1.0,0.0,295711.69983999996,369.6396248,6.0,AC,HDPE,0
11,P1005,Emergency_Replacement,1.0,6.0,1.0,0.0,8728.760384000001,10.91095048,6.0,AC,HDPE,0
11,P1237,Emergency_Replacement,1.0,6.0,1.0,0.0,112187.14967999999,140.2339371,6.0,AC,HDPE,0
12,P1037,Emergency_Replacement,1.0,6.0,1.0,0.0,381303.23856,476.6290482,6.0,AC,HDPE,0
12,P1517,Break_Event,2.0757955452683694,1.7757955452683694,2.0757955452683694,0.0,5000.0,4148.842081,6.0,DI,,1
12,P1197,Emergency_Replacement,1.0,6.0,1.0,0.0,256223.21287999998,320.2790161,8.0,AC,HDPE,0
12,P1197,Break_Event,1.0893108220595873,1.0,1.0893108220595873,0.0,5000.0,320.2790161,8.0,AC,,1
12,P1061,Break_Event,4.9594885972890985,4.659488597289099,4.9594885972890985,0.0,5000.0,530.4227943,6.0,HDPE,,1
12,P1037,Break_Event,1.0331537741851133,1.0,1.0331537741851133,0.0,5000.0,476.6290482,6.0,AC,,1
12,P1163,Emergency_Replacement,1.0,6.0,1.0,0.0,25890.440456,32.36305057,6.0,AC,HDPE,0
12,P951,Break_Event,1.8741764037134452,1.5741764037134451,1.8741764037134452,0.0,5000.0,325.0990207,6.0,DI,,1
12,P1085,Emergency_Replacement,1.0,6.0,1.0,0.0,39337.795064,49.17224383,8.0,CI,HDPE,0
12,P985,Break_Event,2.99010939421886,2.6901093942188603,2.99010939421886,0.0,5000.0,1773.483782,12.0,PVC,,1
12,P1175,Emergency_Replacement,1.0,6.0,1.0,0.0,76961.62257600001,96.20202822,10.0,AC,HDPE,0
12,P1309,Emergency_Replacement,1.0,6.0,1.0,0.0,20182.402568,25.22800321,8.0,CI,HDPE,0
13,P1521,Break_Event,2.172837719856104,1.872837719856104,2.172837719856104,0.0,5000.0,2366.177441,6.0,DI,,1
13,P1449,Break_Event,2.287912496968172,1.9879124969681718,2.287912496968172,0.0,5000.0,516.1322743,6.0,DI,,1
13,P1051,Emergency_Replacement,1.0,6.0,1.0,0.0,229873.44488,287.3418061,6.0,CI,HDPE,0
13,P1051,Break_Event,1.0611382287719473,1.0,1.0611382287719473,0.0,5000.0,287.3418061,6.0,CI,,1
13,P1277,Emergency_Replacement,1.0,6.0,1.0,0.0,173310.67352,216.6383419,2.0,GI,HDPE,0
13,P1199,Break_Event,5.682940667907604,5.382940667907604,5.682940667907604,0.0,5000.0,875.9424045,8.0,HDPE,,1
13,P1169,Emergency_Replacement,1.0,6.0,1.0,0.0,25644.468224000004,32.05558528,6.0,AC,HDPE,0
13,P1139,Emergency_Replacement,1.0,6.0,1.0,0.0,203940.1296,254.925162,6.0,CI,HDPE,0
13,P1081,Emergency_Replacement,1.0,6.0,1.0,0.0,111635.39152,139.5442394,8.0,CI,HDPE,0
13,P1073,Emergency_Replacement,1.0,6.0,1.0,0.0,114985.95032,143.7324379,6.0,CI,HDPE,0
13,P1011,Emergency_Replacement,1.0,6.0,1.0,0.0,10874.583672,13.59322959,6.0,AC,HDPE,0
13,P1213,Emergency_Replacement,1.0,6.0,1.0,0.0,58478.16352,73.0977044,6.0,AC,HDPE,0
14,P1019,Emergency_Replacement,1.000583015666649,6.0,1.000583015666649,0.0,19848.395408,24.81049426,6.0,CI,HDPE,0
14,P1129,Emergency_Replacement,1.0,6.0,1.0,0.0,53754.644872,67.19330609,8.0,AC,HDPE,0
14,P1229,Emergency_Replacement,1.0,6.0,1.0,0.0,28521.795048,35.65224381,6.0,AC,HDPE,0
14,P1313,Emergency_Replacement,1.0001955193112249,6.0,1.0001955193112249,0.0,100365.87071999999,125.4573384,6.0,CI,HDPE,0
14,P1235,Break_Event,4.64261518938914,4.34261518938914,4.64261518938914,0.0,5000.0,351.3000337,6.0,HDPE,,1
